Git Version: 4f1f8bf6
    N,T,0,1,6144,8,4096,1,6144,25165824,0,8,32768,6144,49152,6144,49152,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,17999.2,2102.2,22.3706,72061,gfx942:sramecc+:xnack-,304
    N,N,0,1,6144,4096,6144,1,6144,37748736,0,6144,25165824,6144,25165824,6144,25165824,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,611773,324.569,505.478,85005,gfx942:sramecc+:xnack-,304
    T,N,0,1,8192,4096,6144,1,6144,50331648,0,6144,25165824,8192,33554432,8192,33554432,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,605552,298.321,680.894,105193,gfx942:sramecc+:xnack-,304
    T,N,0,1,6144,4096,6144,1,6144,37748736,0,6144,25165824,6144,25165824,6144,25165824,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,586029,310.911,527.683,109908,gfx942:sramecc+:xnack-,304
    N,T,0,1,6144,6144,4096,1,6144,25165824,0,6144,25165824,6144,37748736,6144,37748736,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,599765,454.569,515.598,132670,gfx942:sramecc+:xnack-,304
    N,T,0,1,6144,6144,4096,1,6144,25165824,1,6144,25165824,6144,37748736,6144,37748736,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,551686,669.007,560.532,126734,gfx942:sramecc+:xnack-,304
    N,N,0,1,16384,8192,6144,1,16384,100663296,0,6144,50331648,16384,134217728,16384,134217728,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,694719,223.778,2374.01,85003,gfx942:sramecc+:xnack-,304
    N,T,0,1,6144,8192,4096,1,6144,25165824,0,8192,33554432,6144,50331648,6144,50331648,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,574912,413.946,717.183,126734,gfx942:sramecc+:xnack-,304
    N,N,0,1,6144,4096,8,1,6144,49152,0,8,32768,6144,25165824,6144,25165824,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,18088.8,2112.67,22.2598,91002,gfx942:sramecc+:xnack-,304
    T,N,0,1,8,4096,6144,1,6144,49152,0,6144,25165824,8,32768,8,32768,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,19492.6,2276.62,20.6568,107680,gfx942:sramecc+:xnack-,304
    T,N,0,1,6144,8192,16384,1,16384,100663296,0,16384,134217728,6144,50331648,6144,50331648,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,642167,206.85,2568.29,105193,gfx942:sramecc+:xnack-,304
    N,T,0,1,16384,6144,8192,1,16384,134217728,0,6144,50331648,16384,100663296,16384,100663296,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,604852,263.594,2726.73,126788,gfx942:sramecc+:xnack-,304
    N,N,0,1,6144,4096,8192,1,6144,50331648,0,8192,33554432,6144,25165824,6144,25165824,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,626329,308.557,658.307,85005,gfx942:sramecc+:xnack-,304
    N,T,0,1,6144,8192,4096,1,6144,25165824,1,8192,33554432,6144,50331648,6144,50331648,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,536172,629.876,769.001,126685,gfx942:sramecc+:xnack-,304
    N,T,0,1,16384,6144,8192,1,16384,134217728,1,6144,50331648,16384,100663296,16384,100663296,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,565013,374.702,2918.99,132843,gfx942:sramecc+:xnack-,304
    T,N,0,1,32768,8192,6144,1,6144,201326592,0,6144,50331648,32768,268435456,32768,268435456,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,664304,195.1,4965.4,105086,gfx942:sramecc+:xnack-,304
    N,N,0,1,6144,8192,32768,1,6144,201326592,0,32768,268435456,6144,50331648,6144,50331648,bf16_r,bf16_r,bf16_r,bf16_r,f32_r,0,0,0,0,0,none,0,f32_r,512,656885,192.921,5021.48,84994,gfx942:sramecc+:xnack-,304
    N,T,0,1,6144,32768,8192,1,6144,50331648,1,32768,268435456,6144,201326592,6144,201326592,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,591173,375.248,5579.65,126663,gfx942:sramecc+:xnack-,304
    N,T,0,1,6144,32768,8192,1,6144,50331648,0,32768,268435456,6144,201326592,6144,201326592,bf16_r,bf16_r,f32_r,f32_r,f32_r,0,0,0,0,0,none,0,f32_r,512,607645,247.541,5428.39,126663,gfx942:sramecc+:xnack-,304
